country,year,rural_pop_pct,gini_reported,q1,q2,q3,q4,q5,pop_gdp,population count,rural_pop,urban_pop,staple_demand,region_un,oecd_member,incomegroup,Area Code,Item Code,Item,Unit,Y2017,Y2021
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7010,Cost of vegetables,PPP dollar per person per day,0.75,0.99
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7011,Cost of fruits,PPP dollar per person per day,0.83,0.83
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7012,Cost of oils and fats,PPP dollar per person per day,0.09,0.12
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7005,Percentage of the population unable to afford a healthy diet (percent),%,32.0,12.7
Hungary,2017,28.938,28.1,8.6,13.9,17.9,22.8,36.7,27021.0,9729822.0,2815615.9,6914206.0,0.0,Europe,OECD,High income,97,7006,Number of people unable to afford a healthy diet (million),million No,3.1,1.2
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.69,4.22
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7007,Cost of starchy staples,PPP dollar per person per day,0.69,0.69
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7008,Cost of animal source foods,PPP dollar per person per day,0.93,1.25
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.43,0.46
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7010,Cost of vegetables,PPP dollar per person per day,1.16,0.78
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7011,Cost of fruits,PPP dollar per person per day,0.79,0.91
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7012,Cost of oils and fats,PPP dollar per person per day,0.13,0.13
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7005,Percentage of the population unable to afford a healthy diet (percent),%,51.4,46.6
Indonesia,2017,45.341,37.4775,5.26,8.235,11.59,16.845,33.07,11168.0,264486076.75,89996549.5,108491683.0,0.0,Asia,Non-OECD,Lower middle income,101,7006,Number of people unable to afford a healthy diet (million),million No,135.9,127.6
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.33,2.24
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7007,Cost of starchy staples,PPP dollar per person per day,0.33,0.3
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7008,Cost of animal source foods,PPP dollar per person per day,0.52,0.46
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.29,0.22
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7010,Cost of vegetables,PPP dollar per person per day,0.58,0.56
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7011,Cost of fruits,PPP dollar per person per day,0.62,0.65
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7012,Cost of oils and fats,PPP dollar per person per day,0.06,0.06
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7005,Percentage of the population unable to afford a healthy diet (percent),%,2.3,1.1
Ireland,2017,37.053,30.6,8.4,12.9,17.0,22.7,39.1,66885.0,4753281.0,1761233.2,2992048.0,1.125521284,Europe,OECD,High income,104,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.1
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.51,2.75
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7007,Cost of starchy staples,PPP dollar per person per day,0.34,0.41
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7008,Cost of animal source foods,PPP dollar per person per day,0.84,0.71
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.22,0.27
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7010,Cost of vegetables,PPP dollar per person per day,0.4,0.57
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7011,Cost of fruits,PPP dollar per person per day,0.56,0.71
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.08
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7005,Percentage of the population unable to afford a healthy diet (percent),%,19.2,18.0
Israel,2017,7.664,34.4,6.18,0.0,0.0,0.0,40.23,35112.0,8243849.0,631808.6,7612040.0,1.253088541,Asia,OECD,High income,105,7006,Number of people unable to afford a healthy diet (million),million No,1.6,1.6
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.74,3.19
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7007,Cost of starchy staples,PPP dollar per person per day,0.22,0.32
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7008,Cost of animal source foods,PPP dollar per person per day,0.78,0.75
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.27,0.32
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7010,Cost of vegetables,PPP dollar per person per day,0.75,0.81
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7011,Cost of fruits,PPP dollar per person per day,0.81,0.93
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7012,Cost of oils and fats,PPP dollar per person per day,0.06,0.07
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7005,Percentage of the population unable to afford a healthy diet (percent),%,10.3,7.7
Italy,2017,29.856,32.7,6.6,12.9,17.7,23.4,39.4,35293.0,60673696.0,18114738.7,42558957.0,1.490065396,Europe,OECD,High income,106,7006,Number of people unable to afford a healthy diet (million),million No,6.2,4.6
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,4.94,5.82
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7007,Cost of starchy staples,PPP dollar per person per day,0.68,0.53
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7008,Cost of animal source foods,PPP dollar per person per day,1.14,0.95
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.45,0.64
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7010,Cost of vegetables,PPP dollar per person per day,1.45,2.0
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7011,Cost of fruits,PPP dollar per person per day,2.0,1.47
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7012,Cost of oils and fats,PPP dollar per person per day,0.24,0.23
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7005,Percentage of the population unable to afford a healthy diet (percent),%,19.2,23.1
Jamaica,2017,44.622,37.48,0.0,0.0,0.0,0.0,0.0,8154.0,2920848.0,1.0,1.0,0.0,Americas,Non-OECD,Upper middle income,109,7006,Number of people unable to afford a healthy diet (million),million No,0.5,0.7
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.12,2.52
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7007,Cost of starchy staples,PPP dollar per person per day,0.43,0.53
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7008,Cost of animal source foods,PPP dollar per person per day,0.67,0.67
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.47,0.23
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7010,Cost of vegetables,PPP dollar per person per day,0.34,0.3
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7011,Cost of fruits,PPP dollar per person per day,0.36,0.62
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7012,Cost of oils and fats,PPP dollar per person per day,0.12,0.17
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7005,Percentage of the population unable to afford a healthy diet (percent),%,9.3,5.2
Kazakhstan,2017,42.664,27.45,9.8,13.56,17.06,22.14,37.44,24022.0,18080024.0,7713661.4,10366363.0,0.0,Asia,Non-OECD,Upper middle income,108,7006,Number of people unable to afford a healthy diet (million),million No,1.7,1.0
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.23,3.81
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7007,Cost of starchy staples,PPP dollar per person per day,0.53,0.68
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7008,Cost of animal source foods,PPP dollar per person per day,0.8,0.94
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.56,0.4
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7010,Cost of vegetables,PPP dollar per person per day,0.45,0.55
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7011,Cost of fruits,PPP dollar per person per day,0.47,1.02
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7012,Cost of oils and fats,PPP dollar per person per day,0.17,0.23
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7005,Percentage of the population unable to afford a healthy diet (percent),%,40.9,36.7
Kyrgyzstan,2017,1.0,27.34,9.9,13.69,17.08,21.88,37.45,3398.0,6189727.0,1.0,6189726.0,0.0,Asia,Non-OECD,Lower middle income,113,7006,Number of people unable to afford a healthy diet (million),million No,2.5,2.4
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.04,3.35
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7007,Cost of starchy staples,PPP dollar per person per day,0.33,0.45
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7008,Cost of animal source foods,PPP dollar per person per day,0.79,0.87
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.31,0.34
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7010,Cost of vegetables,PPP dollar per person per day,0.92,0.8
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7011,Cost of fruits,PPP dollar per person per day,0.65,0.77
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7012,Cost of oils and fats,PPP dollar per person per day,0.11,0.12
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7005,Percentage of the population unable to afford a healthy diet (percent),%,27.1,14.2
Latvia,2017,31.925,34.5,6.5,11.8,17.0,23.7,40.9,24916.0,1951097.0,622887.7,1328209.0,1.089234524,Europe,OECD,High income,119,7006,Number of people unable to afford a healthy diet (million),million No,0.5,0.3
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.85,3.15
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7007,Cost of starchy staples,PPP dollar per person per day,0.37,0.42
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7008,Cost of animal source foods,PPP dollar per person per day,0.7,0.79
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.34,0.35
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7010,Cost of vegetables,PPP dollar per person per day,0.83,0.89
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7011,Cost of fruits,PPP dollar per person per day,0.67,0.62
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7012,Cost of oils and fats,PPP dollar per person per day,0.09,0.09
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7005,Percentage of the population unable to afford a healthy diet (percent),%,21.3,8.9
Lithuania,2017,32.484,37.6,6.0,11.2,16.2,22.5,43.9,29427.0,2845419.0,924305.9,1921113.0,1.262075865,Europe,OECD,High income,126,7006,Number of people unable to afford a healthy diet (million),million No,0.6,0.2
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.46,2.7
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7007,Cost of starchy staples,PPP dollar per person per day,0.21,0.26
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7008,Cost of animal source foods,PPP dollar per person per day,0.66,0.54
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.28,0.33
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7010,Cost of vegetables,PPP dollar per person per day,0.53,0.73
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7011,Cost of fruits,PPP dollar per person per day,0.76,0.78
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7012,Cost of oils and fats,PPP dollar per person per day,0.06,0.06
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7005,Percentage of the population unable to afford a healthy diet (percent),%,2.6,1.9
Luxembourg,2017,9.273,30.9,7.7,13.0,17.4,23.2,38.7,93797.0,591914.0,54888.2,537026.0,0.937295401,Europe,OECD,High income,256,7006,Number of people unable to afford a healthy diet (million),million No,0.09,0.09
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.46,3.03
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7007,Cost of starchy staples,PPP dollar per person per day,0.33,0.6
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7008,Cost of animal source foods,PPP dollar per person per day,1.08,1.2
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.13,0.27
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7010,Cost of vegetables,PPP dollar per person per day,0.61,0.37
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7011,Cost of fruits,PPP dollar per person per day,0.4,0.32
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7012,Cost of oils and fats,PPP dollar per person per day,0.18,0.26
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7005,Percentage of the population unable to afford a healthy diet (percent),%,84.6,88.7
Malawi,2017,83.286,44.69,6.39,9.82,13.29,18.84,51.67,1154.0,17670194.0,14716797.8,2953396.0,0.0,Africa,Non-OECD,Low income,130,7006,Number of people unable to afford a healthy diet (million),million No,15.1,17.6
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.35,3.94
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7007,Cost of starchy staples,PPP dollar per person per day,0.51,0.54
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7008,Cost of animal source foods,PPP dollar per person per day,0.8,0.89
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.45,0.48
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7010,Cost of vegetables,PPP dollar per person per day,0.73,0.83
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7011,Cost of fruits,PPP dollar per person per day,0.93,1.1
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7012,Cost of oils and fats,PPP dollar per person per day,0.08,0.1
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7005,Percentage of the population unable to afford a healthy diet (percent),%,4.5,2.6
Malta,2017,5.454,28.2,8.8,13.5,17.7,22.8,37.2,39528.0,437935.0,23885.0,414050.0,1.270610271,Europe,Non-OECD,High income,134,7006,Number of people unable to afford a healthy diet (million),million No,0.09,0.09
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.65,2.86
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7007,Cost of starchy staples,PPP dollar per person per day,0.31,0.33
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7008,Cost of animal source foods,PPP dollar per person per day,0.74,0.69
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.3,0.31
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7010,Cost of vegetables,PPP dollar per person per day,0.6,0.61
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7011,Cost of fruits,PPP dollar per person per day,0.66,0.86
New Zealand,2017,13.534,34.3,0.0,0.0,0.0,0.0,0.0,36751.0,4702029.0,636372.6,4065656.0,1.042639147,Oceania,OECD,High income,156,7012,Cost of oils and fats,PPP dollar per person per day,0.06,0.06
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.29,3.86
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7007,Cost of starchy staples,PPP dollar per person per day,0.52,0.55
