Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","71.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","72","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","73.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","77","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","78.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","79.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","35.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","36","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","37.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","40","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","41.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","404","Kenya","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","42.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","296","Kiribati","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.21","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","2.25","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","2.34","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","2.59","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","2.89","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.25","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.33","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.02","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.45","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.33","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.13","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.92","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.91","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.64","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.61","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.15","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","414","Kuwait","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.23","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.19","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.25","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.46","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.81","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","4.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.68","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.94","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.45","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.55","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.47","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","1.02","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.23","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","40.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","34","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","41","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","36.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","35.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","2.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","2.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","2.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","417","Kyrgyzstan","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","2.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.99","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","4.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","4.34","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","4.65","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.48","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.82","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","1.19","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.39","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.38","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.89","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.73","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","1.02","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","59.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","57.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","56.9","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","58.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","58","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","57.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","4.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","4.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","4.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","4.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","4.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","418","Lao People's Democratic Republic","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","4.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","3.04","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","3.03","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","3.19","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","3.28","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","3.35","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.97","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.33","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.45","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.79","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.87","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.34","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.92","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.65","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.77","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","428","Latvia","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.11","E","Estimated value"
